squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price_in_thousands
63711,42,0,0,7,68345,1,2,1997,1,0,7322,8751,260,0,5,6372.04
74180,97,1,0,7,56256,2,2,2011,0,0,166,9405,631,0,1,7421.25
73318,61,1,0,56,28659,8,2,1991,1,1,3523,1326,949,1,8,7335.99
39799,23,1,0,76,24010,7,8,1993,0,1,5411,1575,281,0,9,3984.99
72545,96,1,1,78,11290,10,6,2021,1,1,7668,4904,911,0,0,7260.05
56202,3,0,0,89,39915,5,5,2001,0,0,8228,4928,254,0,5,5629.55
29827,64,1,1,45,91629,10,6,2013,1,1,8183,1633,197,1,7,2990.38
70820,52,1,1,30,14076,9,10,2006,0,1,2090,4566,867,0,2,7093.92
23198,89,1,0,73,15172,3,3,1999,0,0,871,5088,473,1,8,2326.47
46532,19,0,0,85,55537,10,8,2000,0,0,5004,7171,108,0,9,4661.8
51780,83,0,0,88,3391,3,8,2021,0,0,540,4699,879,0,4,5184.16
24631,96,0,0,78,40012,4,1,2010,0,1,4126,8958,481,0,8,2465.18
23759,33,0,0,56,81549,8,5,1996,0,1,8103,2704,408,0,3,2380.28
20075,25,0,0,87,48709,10,3,2000,0,1,1432,13,807,1,1,2010.23
47607,3,0,1,13,90954,7,6,2009,0,0,4708,3744,183,1,9,4763.84
33023,47,0,1,23,61069,7,7,1998,1,0,6182,6313,988,1,9,3308.07
16214,65,1,0,56,28790,1,9,2015,1,1,9024,6518,882,0,0,1629.08
62236,45,0,0,32,25507,7,6,2011,1,1,5406,2590,919,0,8,6224.9
54859,57,0,0,2,54102,7,10,2013,0,1,6844,2798,270,0,4,5486.71
79298,57,0,1,64,58496,6,3,2007,1,0,2025,4962,824,1,4,7935.78
6086,42,0,0,4,10079,1,3,1992,1,1,8861,4976,348,1,10,609.4
22421,30,0,0,46,21596,8,6,1996,1,0,6380,6562,776,0,10,2245.98
46349,76,0,0,24,64904,9,9,2005,1,0,8950,1604,131,1,8,4636.59
81019,81,0,1,84,60447,8,10,2001,0,0,9850,4447,889,1,9,8108.38
65164,75,1,0,20,34821,8,6,2015,0,0,9489,9895,427,1,0,6520.95
67830,4,1,1,36,68547,5,10,1991,0,1,8,8701,923,0,9,6789.0
81468,19,0,1,39,101,2,5,2009,1,1,7553,1958,184,1,0,8152.78
91725,24,0,0,100,64216,5,9,1996,1,1,7284,4001,265,1,4,9175.75
39191,71,0,0,21,29174,9,9,2011,1,0,142,121,633,1,10,3921.3
69179,60,0,1,9,40253,7,4,1993,0,0,4155,4151,580,1,4,6921.39
45553,28,0,0,22,48640,1,8,2009,1,1,6510,5721,402,0,6,4557.36
17761,19,0,0,5,21207,7,8,1994,0,1,2902,5026,941,1,4,1777.29
91931,38,1,0,42,61701,8,8,2016,0,1,3013,28,139,0,4,9197.8
45947,16,0,0,15,87857,5,7,1999,1,0,91,4894,103,0,5,4595.81
9166,4,1,0,16,26610,4,1,2015,1,1,6838,9438,842,1,8,922.85
27995,63,1,1,1,35061,7,5,2013,0,0,7010,9129,847,0,0,2809.29
62008,36,0,1,21,4240,3,5,2015,1,0,8840,6354,930,0,7,6206.63
31774,3,1,0,47,95811,9,5,1998,0,1,251,5011,986,0,0,3180.67
32084,20,1,0,71,72927,10,8,2015,1,0,2309,4071,851,1,10,3214.81
21150,95,1,1,5,75764,7,2,2006,1,1,2917,3514,472,1,7,2124.5
34835,98,0,0,64,40630,9,8,1997,1,1,4989,9405,495,0,4,3489.67
9632,83,1,1,14,7737,8,4,2015,1,0,8873,973,812,1,3,975.3
89087,2,0,1,44,11926,7,7,2007,1,0,8225,8734,852,0,1,8914.58
7729,87,1,1,35,35661,7,2,2004,0,1,4456,5461,346,1,1,781.94
518,35,1,0,86,73855,2,2,1995,1,0,6158,1655,808,0,3,58.19
8161,36,1,1,78,39895,3,3,2010,1,0,2318,259,410,0,6,827.59
34919,20,1,1,84,60113,5,1,1997,0,0,6566,628,408,0,2,3499.53
16284,39,1,1,29,40880,10,5,2019,1,1,2289,401,505,0,8,1638.52
12551,24,0,0,53,78052,3,4,1992,0,1,7949,6819,134,0,9,1257.5
28452,50,0,0,72,65296,2,8,2007,0,0,4152,898,719,0,9,2849.89
50663,77,0,1,42,52773,8,7,2011,0,1,9348,7849,850,1,3,5072.02
15713,12,0,0,68,32542,3,10,2006,0,0,6405,8723,924,1,10,1576.68
68603,60,0,0,23,54048,3,9,2020,0,1,5026,7023,209,0,2,6861.29
50638,65,1,0,54,62598,7,5,2016,0,0,4071,2714,916,1,6,5068.74
47022,14,1,1,35,91949,4,4,2016,1,1,2951,5303,942,1,3,4709.64
72730,58,0,0,38,37518,2,10,1993,1,0,9441,9775,854,1,0,7276.5
73082,54,1,1,18,41242,7,9,2007,0,1,3716,1004,418,0,10,7318.78
47413,22,0,1,60,40486,9,5,2015,1,1,5663,1056,676,0,6,4748.92
18037,91,0,0,16,38355,6,7,2009,0,1,4570,8309,336,0,5,1805.82
10606,76,0,1,16,22784,8,9,1996,0,1,6543,1133,957,1,0,1064.85
88308,31,1,0,35,43367,4,7,2014,1,1,524,4078,637,1,6,8838.12
29528,60,0,0,16,43738,2,4,2016,1,0,2515,8986,934,1,10,2954.36
27193,57,1,1,5,81972,7,4,2016,1,1,2151,4420,386,1,4,2726.54
27538,94,1,0,82,24662,8,4,2019,1,0,3849,9384,496,1,4,2758.28
9613,95,0,1,29,30000,10,3,2019,1,0,8657,5203,410,1,6,969.56
44722,47,0,1,91,94840,6,8,1992,0,1,6947,9309,621,0,10,4477.12
64088,52,0,1,67,7722,9,7,2011,1,1,8966,8195,867,0,3,6417.34
66705,50,0,0,11,62304,8,6,2007,1,1,4489,8258,310,0,9,6672.34
72178,26,0,0,20,11575,8,6,1990,1,0,8235,4354,723,0,10,7219.82
18604,63,0,0,23,15859,1,10,2003,1,0,96,7979,995,1,4,1861.17
97474,72,1,1,60,19549,10,2,2018,0,1,8016,3167,233,0,3,9759.39
86634,95,0,0,84,62531,10,8,2019,1,0,3654,6899,370,0,2,8666.23
68826,58,0,0,21,76890,2,2,2010,1,1,3126,1192,675,1,2,6884.92
29788,61,0,0,68,65901,2,3,2011,1,1,6551,5740,782,0,1,2983.38
82707,79,1,1,25,50409,9,8,2011,0,0,140,8269,329,1,2,8278.04
93224,34,0,1,85,44052,7,1,2019,1,0,1871,7425,765,0,1,9329.86
70989,27,1,1,82,99255,1,9,1994,1,1,6131,7455,288,1,9,7113.3
37017,26,0,1,75,4978,7,7,2000,0,0,2197,1052,655,1,6,3709.66
38937,35,0,1,77,2867,2,6,2013,1,1,1312,1272,794,0,1,3901.43
67971,40,1,0,85,57085,3,2,2018,1,1,2571,3908,615,1,0,6803.69
74556,36,1,0,30,19713,2,5,2021,0,0,8074,2048,729,1,0,7461.43
37471,58,0,0,12,44690,1,3,2004,0,0,6521,9134,677,0,6,3747.95
65790,82,1,0,62,71245,2,5,1991,1,0,892,8340,180,1,3,6589.43
78199,93,0,1,15,19890,9,10,2003,1,0,4837,2752,569,1,4,7825.37
89220,31,1,0,64,16058,2,9,2014,1,1,6972,6571,361,0,8,8928.27
38833,10,0,0,14,28075,4,3,2014,1,1,1828,7626,462,1,8,3884.62
71523,87,0,1,42,92755,8,5,2002,0,0,9048,8389,505,0,4,7159.04
26943,57,1,1,86,65019,9,5,2016,1,1,254,7641,913,0,0,2701.65
94695,86,1,1,1,52781,4,1,1992,1,1,5398,553,509,0,8,9478.42
67370,51,1,0,28,68941,7,3,2020,1,1,5096,2398,331,0,7,6742.17
67648,28,0,0,67,28888,3,10,2004,0,0,2557,3520,432,0,9,6770.11
93913,6,0,1,15,43554,4,6,2009,0,1,9940,7252,744,0,0,9396.71
45859,4,0,1,69,30467,7,2,2008,0,1,3926,3239,362,0,9,4595.2
55994,14,1,1,33,72689,8,2,2016,0,1,9205,9564,123,1,6,5610.39
16859,93,0,0,70,74704,10,6,2016,0,0,4911,1562,333,1,3,1690.52
96395,51,0,1,70,69572,1,4,2016,0,1,7673,136,594,1,3,9648.71
35409,1,1,0,58,5631,8,1,1992,1,1,4826,446,258,1,6,3546.44
52671,38,0,0,37,20274,10,5,2000,0,1,6327,3918,419,0,8,5270.96
19277,85,1,1,34,51286,2,2,1990,1,1,9790,5420,415,1,1,1936.03
58046,61,1,1,29,89671,10,5,2001,0,1,9252,5281,779,1,1,5811.9
143,27,0,0,53,82480,5,2,2010,1,0,4426,5336,911,0,4,17.07
6051,77,0,0,88,77373,5,7,2015,0,1,5330,5128,713,0,5,612.53
965,48,0,1,93,9662,8,2,2019,1,1,8115,6787,417,1,3,107.94
19739,67,0,0,84,26317,3,6,2021,1,1,1335,19,227,0,5,1979.19
37425,81,0,1,97,49011,6,3,2015,0,0,2837,1860,737,1,2,3753.89
2314,62,1,1,90,99353,8,6,2008,1,0,7391,3786,376,0,6,241.26
39342,7,1,1,84,88712,5,7,1994,0,1,1003,2398,385,1,2,3946.17
58706,20,1,1,38,45218,5,1,1993,1,0,217,383,205,0,2,5879.09
83920,2,0,0,17,89999,10,7,2005,0,0,1432,6079,980,1,10,8393.89
62718,2,0,0,56,78805,4,1,1999,0,1,3758,6701,459,1,4,6275.59
18041,90,1,0,99,90750,6,8,2006,1,0,1064,653,221,1,3,1817.66
86680,94,0,1,4,25439,2,4,2001,1,1,90,5940,171,1,1,8672.2
39517,92,0,0,85,51212,4,6,2019,0,1,7618,1172,810,1,9,3953.49
56711,54,0,1,1,46415,8,10,1994,1,1,9545,9701,143,0,6,5673.73
20572,37,1,0,13,25928,3,10,2004,0,0,5688,3570,259,0,3,2059.6
40639,27,1,1,42,90011,1,10,2013,0,1,6672,8636,546,1,2,4074.52
66434,80,0,0,16,65059,6,8,2009,1,1,2276,24,262,1,0,6644.46
64584,90,0,1,31,32259,10,1,1996,0,1,5811,5719,217,0,9,6465.42
19793,6,0,0,4,38520,5,7,2012,0,1,4666,9056,854,1,0,1980.25
18795,40,1,1,70,96283,1,6,1998,0,0,111,7997,253,1,6,1889.48
92759,25,0,1,83,72034,8,10,2020,1,0,7449,6371,386,0,9,9279.85
18564,19,0,1,27,45460,4,6,2018,1,0,3316,7929,864,1,0,1860.04
52956,64,1,0,40,71981,6,5,2020,0,1,6280,1773,462,0,4,5303.96
42010,70,0,1,90,68388,10,3,2017,1,0,1113,3329,133,0,8,4206.36
81974,86,1,0,78,88702,10,2,2013,0,1,2472,335,535,1,1,8207.7
30631,13,0,1,60,25470,7,2,2010,0,0,2550,943,988,0,8,3070.67
90360,65,1,0,4,11790,6,10,2003,0,1,4727,5639,727,0,4,9039.12
56477,25,1,0,88,73449,8,3,2021,1,1,6692,5509,123,0,3,5654.68
3802,10,0,0,98,91448,2,4,1991,0,1,3153,7157,619,1,3,388.15
88997,90,1,0,84,63734,7,2,2003,1,0,6367,5762,404,1,7,8909.47
14984,61,1,1,71,67067,9,7,2007,0,1,5275,1128,222,0,2,1507.69
11987,48,1,0,53,34594,9,4,2018,1,0,7342,5115,150,1,1,1203.18
19341,95,1,1,21,23979,7,4,2017,0,0,7998,4370,101,0,4,1944.1
45301,37,1,0,44,23571,5,5,2001,0,0,7672,997,525,0,8,4535.09
28303,23,0,0,29,1348,8,9,1996,0,1,4559,8414,377,1,10,2833.27
54060,5,1,1,46,7678,3,8,1990,1,0,2407,2260,674,0,10,5414.75
11084,97,0,1,79,50171,4,7,1998,1,0,6932,9633,946,0,2,1113.37
17085,57,1,1,94,90216,10,4,2008,1,0,466,7240,846,1,4,1724.81
5540,14,1,0,61,13554,5,4,1995,0,0,9042,5851,752,0,6,559.41
2995,85,0,1,10,4058,3,3,2019,1,1,9970,9684,569,1,10,303.18
51391,73,0,1,73,93977,8,3,2008,0,1,3336,124,223,0,3,5145.86
23494,3,1,1,61,5253,7,1,2014,1,1,509,8537,542,1,6,2361.74
66784,34,0,0,3,96197,7,10,1992,0,1,238,15,853,1,9,6679.37
24104,53,1,0,28,91305,1,1,2008,0,0,560,305,697,0,3,2417.75
64918,91,0,1,10,14205,2,1,2011,0,1,7062,4642,878,0,2,6494.74
29619,41,0,0,53,78774,8,10,1993,0,1,2987,4641,491,0,8,2967.79
46585,73,0,0,91,10008,2,6,1990,0,1,4670,2935,835,1,6,4662.82
13984,6,0,1,54,95904,9,10,2002,0,0,308,9837,660,0,1,1402.81
62054,5,0,1,72,21595,8,5,1991,1,1,3994,6667,411,1,9,6211.96
14667,25,1,1,76,96979,9,7,2010,0,0,1524,5081,542,1,7,1476.55
60454,96,1,0,50,16207,3,5,2003,1,0,2112,1163,869,0,9,6054.21
13388,87,1,1,69,61256,1,8,2003,0,0,2572,3787,553,0,9,1346.25
41042,88,1,1,44,51472,4,3,1990,0,0,6364,4491,121,0,1,4112.28
48092,61,1,1,54,58882,2,7,2009,1,1,2646,2546,464,1,3,4817.55
90265,45,0,0,4,99372,3,1,1990,0,0,7773,6002,827,1,6,9026.97
71362,82,1,1,16,17573,9,6,2007,0,0,2951,1297,173,0,2,7143.97
16979,67,1,0,84,81031,1,5,2012,0,0,4773,638,303,0,0,1706.61
2017,80,1,0,78,18325,1,10,2016,0,1,6984,8177,340,1,6,210.59
90404,26,1,1,9,34570,4,4,2004,1,0,4656,3857,931,0,4,9048.38
13760,10,1,0,32,92131,7,10,2021,0,1,8898,1611,955,1,6,1382.16
65309,69,0,0,27,20662,4,9,1991,0,1,1967,8462,143,1,1,6532.31
39302,41,0,0,67,33675,9,6,2016,0,0,8316,4989,170,0,4,3933.73
14185,3,1,0,94,76994,6,7,2002,1,1,5155,5381,799,1,3,1422.53
12113,38,1,0,22,27403,4,2,2010,1,1,6550,7116,502,1,0,1218.34
31952,33,1,0,60,24474,9,5,2005,0,0,1446,6397,587,0,1,3202.87
17553,15,0,0,30,57213,8,3,1997,1,0,689,4490,698,0,7,1757.69
72350,63,0,1,70,30127,9,4,2021,0,1,3686,7360,397,1,4,7240.02
74166,35,1,1,16,55843,7,2,1990,0,0,6208,6948,116,1,9,7423.67
15167,21,0,1,83,61807,2,6,2006,1,0,6764,8649,225,1,9,1525.39
82408,53,0,1,95,96843,7,10,1997,0,1,8132,8596,416,1,0,8248.88
49956,8,0,1,61,50026,10,5,2019,1,1,3903,2285,956,1,8,5000.2
29888,51,1,0,66,1498,2,4,2004,0,1,844,6617,904,1,1,2993.4
63825,100,0,0,82,65875,1,10,1991,0,0,8446,3253,937,1,10,6384.96
62318,43,1,0,29,1559,2,5,2007,0,0,4844,7082,281,0,10,6235.14
24118,82,0,0,93,43606,5,5,2013,0,0,5779,3649,581,1,8,2416.9
19729,30,0,0,81,52907,1,3,2003,1,0,1905,4477,591,0,1,1980.07
22907,26,0,1,1,1216,3,5,2017,1,0,4614,445,852,1,0,2296.16
41168,99,0,1,11,53471,6,6,1992,1,0,5717,1821,888,0,9,4123.02
67629,27,0,0,38,45599,1,8,2011,0,1,4353,3714,388,0,10,6767.15
32597,81,1,0,64,99134,4,7,1993,1,1,7663,2244,385,1,4,3269.43
61694,58,0,1,4,24345,2,7,2001,1,1,2380,5219,726,0,3,6172.21
27665,29,1,1,24,52092,5,10,2011,1,0,7584,4075,861,1,9,2771.48
18932,36,0,0,51,51502,10,9,1991,1,0,3661,8156,110,1,10,1897.31
93180,91,1,1,3,10016,1,2,2012,1,0,2120,5643,653,1,1,9323.69
34982,30,1,0,66,5540,6,8,2001,0,1,224,802,474,1,1,3508.33
78173,67,0,0,68,39114,2,3,1996,0,0,3923,6401,791,0,7,7819.71
83641,37,0,0,22,11236,7,4,2006,0,1,3871,1612,210,1,3,8365.6
79169,22,0,0,39,28205,2,4,2010,1,0,5102,5828,464,1,4,7918.22
2725,13,1,0,50,27734,9,2,2014,1,1,9573,3744,146,1,1,280.42
61208,51,1,0,39,86241,2,6,2021,0,1,4494,71,112,1,10,6126.37
74780,86,0,0,3,84310,5,2,2005,1,1,3421,1338,276,0,1,7479.14
6948,10,0,1,18,30836,10,7,1997,0,1,7781,4076,489,0,0,698.52
72636,61,1,1,56,12127,3,7,1990,1,1,3829,3592,731,1,8,7271.34
95121,46,0,1,3,9382,7,9,1994,0,0,615,1221,328,0,10,9515.44
21832,69,0,1,26,79056,5,4,1990,0,0,4442,9402,149,1,9,2186.29
7364,45,1,1,77,41058,6,10,2010,0,0,4918,8690,650,1,6,746.1
72815,54,0,1,37,76023,7,9,2015,1,1,9419,4871,376,1,8,7287.72
6506,10,1,0,35,3225,10,6,2002,1,1,9958,4359,838,0,10,658.47
26193,70,0,0,7,72628,10,5,2013,0,1,1033,7100,421,0,1,2620.57
792,4,0,1,68,14057,4,4,2016,1,1,9670,4645,904,1,8,86.61
39572,79,0,1,15,40571,5,6,2021,1,1,7125,1796,497,0,7,3960.69
87585,80,0,1,66,60868,8,5,2017,0,0,6955,318,197,0,1,8764.82
15320,44,1,1,25,19517,4,2,2011,1,1,9146,8766,580,0,10,1541.1
90523,63,1,1,6,78948,7,6,2011,0,1,5822,5541,846,0,0,9058.14
2930,61,1,0,52,29549,9,4,2002,1,1,1757,6440,549,1,0,298.07
49842,81,1,0,4,42391,6,3,2021,1,1,8299,8339,240,1,8,4986.84
12508,52,1,0,53,62133,8,7,1991,1,1,3399,6594,431,0,4,1258.04
31317,91,1,1,25,86804,8,2,1995,1,1,2463,3454,543,1,5,3142.58
50066,63,0,1,67,81340,8,5,1998,0,1,8716,6542,465,0,1,5015.73
47654,53,1,1,97,76621,9,2,2013,0,1,5377,6422,312,0,8,4776.06
72147,38,1,0,13,48522,5,2,2013,0,0,285,3733,882,0,9,7219.27
17618,9,1,1,36,3355,1,6,1992,1,0,8906,6122,943,1,1,1771.81
61335,61,0,1,13,28259,7,4,2018,1,0,2805,1332,104,0,7,6137.39
87146,8,1,0,90,2593,7,8,2001,0,0,8177,4527,210,1,9,8725.42
12583,62,1,1,79,24355,3,5,2001,0,1,2683,1704,519,0,4,1267.19
57662,44,1,0,30,97265,6,1,1993,1,0,2683,9374,742,1,7,5773.07
75461,16,1,1,77,84536,4,3,1991,1,1,9854,759,508,0,8,7556.2
7863,79,0,0,9,47905,9,6,1993,1,1,1557,7124,258,1,6,788.12
49942,64,1,0,57,80720,10,3,1990,1,1,4558,9768,585,0,6,5001.82
80998,28,0,1,34,40469,5,3,1992,0,0,7518,8947,618,0,0,8107.79
64013,22,0,0,59,37935,2,8,2007,0,1,4357,492,261,1,0,6404.99
30502,91,1,1,77,88127,9,6,1998,1,1,9151,9350,146,0,9,3062.07
57128,100,1,1,40,50043,7,9,2006,1,1,4856,2230,566,0,8,5721.23
28183,81,0,0,52,44087,5,2,1993,1,1,2798,5783,525,1,10,2821.59
31419,80,1,0,6,51100,7,3,2009,0,1,8002,242,110,0,4,3147.6
37506,88,0,0,94,32364,2,7,2016,1,1,4468,406,172,0,7,3753.65
18693,18,1,0,99,10582,10,9,2005,1,1,2092,9672,423,0,4,1876.88
74729,92,1,1,59,15630,2,9,2000,1,1,5584,3958,274,1,1,7486.92
60514,46,1,1,35,76413,2,1,2019,1,0,9227,737,340,0,8,6059.36
6009,36,1,1,59,3453,1,9,2016,0,0,8867,3057,158,0,9,612.07
58801,69,1,1,100,6506,7,3,2016,1,1,3810,378,136,0,1,5891.74
12463,2,0,0,51,19811,2,6,1990,1,1,9892,4415,951,0,3,1247.76
921,1,0,1,89,3174,10,1,1997,1,1,4110,3162,737,1,10,105.74
56126,98,0,0,92,1458,8,2,1998,0,0,2765,2034,825,1,0,5622.4
29114,18,1,1,12,15509,1,9,1994,0,0,3591,6866,799,1,3,2919.92
63237,8,1,0,49,23635,3,9,2009,1,1,6344,7812,197,0,5,6330.59
36683,24,0,0,87,92551,5,5,1996,0,1,772,2659,439,1,4,3676.17
57160,19,1,0,27,33553,2,5,2001,0,0,6595,9458,709,0,1,5720.79
45857,23,0,0,46,6544,9,4,1995,0,1,7629,7781,755,0,7,4588.99
60366,51,0,1,26,88209,3,9,2005,0,1,8647,6470,687,0,2,6042.37
17874,67,1,0,44,99019,3,5,2018,0,0,6113,6928,536,1,3,1793.94
88501,53,0,0,54,47121,4,3,1992,1,0,6277,279,234,1,8,8853.51
18202,67,1,0,75,50682,10,3,2005,1,0,430,2294,758,1,7,1827.7
94186,56,0,0,61,66948,2,5,2012,0,1,1610,7498,707,0,0,9424.53
67724,64,1,1,32,21319,5,1,1991,0,1,9339,6052,751,0,2,6780.96
43658,11,1,0,74,86718,7,2,1998,1,1,3714,8402,878,1,8,4376.64
47833,44,1,0,82,27128,10,7,2008,1,0,4111,9613,223,0,0,4791.65
63839,58,1,1,2,92707,4,6,2019,0,1,6200,882,302,0,6,6389.33
39171,90,1,1,18,79154,1,10,2002,0,1,5721,6625,232,0,7,3923.47
77604,10,0,0,80,62100,9,10,2003,0,1,762,636,626,0,4,7762.93
81602,9,1,1,46,40968,7,6,2017,0,1,5471,1562,144,1,2,8169.48
54631,69,1,1,43,1911,3,6,2006,0,1,3289,4305,686,0,1,5471.3
97365,90,0,0,74,59928,4,10,2007,1,1,9302,4806,491,1,0,9738.11
50384,30,0,1,23,671,4,7,2005,1,0,1349,6517,145,0,5,5041.91
18244,9,1,0,24,65448,3,5,2014,0,1,3659,3569,923,0,5,1829.88
96184,46,0,0,1,29645,1,5,2005,1,0,3961,5310,986,0,7,9618.86
50550,11,0,1,49,31498,2,8,1996,1,1,5305,30,533,0,3,5060.81
61798,46,0,0,54,8334,8,1,2013,1,0,9956,8006,361,0,0,6182.11
87718,94,1,1,2,3448,2,10,1992,0,0,8970,2755,911,0,2,8779.28
87190,99,1,0,14,68366,9,7,2013,0,1,8633,5913,406,0,0,8724.89
28561,85,0,1,11,71233,10,6,1999,0,1,9667,9533,381,1,7,2862.52
59850,12,1,0,18,80347,3,8,2006,0,0,3447,2845,670,1,10,5990.53
98780,21,1,1,53,98949,4,3,1990,0,1,1210,1104,700,1,4,9886.72
65653,74,1,0,86,84990,7,1,2002,0,0,2341,1149,439,1,4,6571.17
81336,70,1,0,53,35439,10,6,1995,0,0,2406,8168,212,1,5,8139.81
15859,94,0,1,8,35621,5,7,2020,1,0,7327,5343,174,0,1,1588.73
87780,36,1,1,33,86321,1,1,1999,1,1,1723,6776,217,1,0,8787.57
48319,59,0,1,54,93680,8,4,1998,1,1,412,8014,378,1,0,4839.74
96906,47,0,1,35,72144,9,10,2020,0,1,7788,773,612,1,0,9697.5
55049,8,1,0,30,56273,1,3,2005,1,0,4434,6989,468,0,7,5509.87
23281,32,1,1,52,87667,9,10,2020,1,1,3681,3220,422,1,3,2339.78
52370,47,1,1,68,24836,5,5,2002,1,1,4829,1900,293,0,6,5249.77
78280,53,0,0,42,84432,10,5,2019,1,1,8984,9429,646,1,7,7830.87
18237,70,1,0,74,25093,9,6,2011,0,0,7173,9144,498,1,9,1833.34
10978,24,1,1,79,55002,4,4,1998,0,0,5786,7814,427,1,2,1108.25
23220,99,1,1,79,81129,7,9,2013,0,1,3166,8253,695,0,4,2334.72
43571,62,1,0,71,19410,2,8,2015,0,0,5582,6231,886,0,7,4359.45
17225,31,0,0,16,1100,8,9,2014,1,0,3401,7394,690,0,10,1723.75
31706,12,0,1,86,82841,7,7,2016,0,1,1064,7961,246,0,6,3178.06
25850,33,1,0,7,83416,6,8,2007,0,1,7208,3981,704,1,9,2590.13
82511,35,0,1,23,10876,3,5,2020,1,1,2628,6336,127,0,1,8257.23
14611,94,0,1,48,33314,9,3,2014,1,0,3271,2658,655,1,3,1468.75
67226,25,1,0,73,49694,7,9,2015,0,0,3250,8704,826,0,8,6733.31
9920,82,0,1,16,77792,9,8,1997,1,1,6475,6702,398,1,1,996.89
33002,61,1,1,10,23762,7,3,1995,0,0,7427,5746,547,1,6,3307.65
38513,7,1,0,8,96891,6,3,2013,0,0,4811,3568,399,0,2,3853.76
82651,100,1,1,29,53034,2,3,1990,1,1,6561,3307,707,0,4,8274.32
58914,54,1,1,73,23712,1,2,2017,0,1,5801,525,869,0,9,5899.79
82016,15,0,0,93,96050,5,4,2014,0,1,839,3501,680,0,9,8211.27
26872,88,1,0,24,11539,5,2,2001,1,1,511,3737,718,1,9,2692.02
84308,40,0,0,52,54699,6,5,2005,0,0,5519,206,194,0,0,8433.28
80863,57,0,0,31,98619,9,3,2013,0,1,7372,7703,575,0,5,8089.38
70794,39,0,1,25,7742,3,10,2004,0,0,6171,1534,694,1,8,7084.34
4114,43,1,0,14,18746,4,8,1996,0,0,8440,9977,961,1,4,415.56
30831,27,0,0,13,37790,8,10,1998,1,1,173,6677,966,1,8,3084.72
47312,47,0,0,52,82154,4,10,2002,1,1,2161,1181,502,0,6,4736.99
86375,99,1,0,68,12313,9,10,2000,1,0,6106,9840,723,0,6,8643.37
93499,24,1,1,41,60380,3,8,2006,0,0,3038,5256,253,0,3,9357.81
88100,6,0,0,70,52009,7,6,2020,0,1,3085,2155,775,1,9,8812.85
61562,52,1,0,87,24,7,10,1991,1,0,32,2797,873,0,7,6164.45
88822,58,0,0,35,83091,1,10,2008,1,0,6495,4963,921,0,1,8885.73
61347,33,0,1,19,54984,8,2,2021,1,1,5213,5286,876,1,10,6139.92
39032,21,0,1,28,72731,10,2,2018,0,1,7764,7403,262,0,4,3907.83
46709,69,0,0,86,8410,6,9,1996,0,1,3928,7379,925,1,3,4680.11
23623,26,1,0,21,54284,7,9,1997,0,1,3751,4158,103,0,4,2368.64
33601,15,1,0,70,82755,6,6,2013,1,1,5469,2929,705,1,6,3367.77
69440,73,1,0,80,18003,6,7,2005,1,1,588,1062,974,0,3,6951.55
24140,14,0,0,13,80883,1,6,2014,0,0,8956,8962,562,1,6,2415.55
84039,59,1,0,82,68337,4,8,1995,1,1,344,9885,571,0,8,8415.25
97952,95,1,1,20,28807,10,5,2012,0,1,4471,989,684,0,5,9802.96
73309,48,1,1,41,79572,8,7,1996,1,1,9466,5759,139,1,7,7340.46
89885,93,0,0,40,35170,7,3,2004,1,0,6599,5276,487,1,7,8992.85
41225,22,0,1,84,6420,7,1,2019,0,1,7546,3371,395,0,9,4130.64
80002,42,1,0,76,67080,8,2,2015,1,1,5678,8046,135,1,4,8007.43
56595,94,1,1,2,56319,1,10,2014,0,1,2429,2837,162,1,5,5664.28
60815,2,0,0,97,8663,5,10,2015,1,0,6517,7559,800,1,5,6089.91
54318,10,1,1,52,76737,4,2,1998,1,1,9580,3787,227,1,1,5444.97
46701,44,0,0,59,97400,4,2,2009,1,1,4847,7520,843,1,1,4674.5
40266,100,0,1,14,96142,6,4,2009,0,0,3106,8224,851,1,8,4028.83
68006,63,0,1,80,62676,7,4,2010,0,0,4738,6395,473,1,7,6812.54
99107,54,0,1,65,88495,3,4,2018,0,1,5522,7622,194,1,3,9916.55
23321,35,1,0,37,32589,1,2,1991,0,0,7618,1182,253,0,5,2335.7
17934,50,0,1,72,30525,7,6,2013,1,1,5652,6797,470,1,9,1801.1
41313,96,0,1,96,35091,10,2,2003,1,1,6342,5431,895,0,10,4144.11
92837,32,1,0,8,58176,7,8,2006,1,1,9339,7286,110,0,10,9289.48
63613,83,0,1,76,53257,1,3,2007,1,1,8277,7626,810,0,0,6370.99
31854,54,1,0,54,3832,7,9,2020,0,0,8979,8424,470,1,3,3191.07
85637,43,0,0,19,11785,9,9,2008,0,0,7098,678,946,0,3,8565.95
71370,18,0,1,16,60819,3,10,2013,1,0,9602,3703,969,0,1,7139.54
5706,57,0,0,38,51600,4,7,2005,1,0,73,3204,276,0,7,574.16
18086,7,1,0,28,90664,6,6,2001,0,1,9600,1909,211,1,10,1814.23
52861,60,0,1,84,43808,5,2,1996,0,1,9739,8150,440,1,9,5296.09
1138,4,1,0,18,40157,4,6,1996,1,1,8264,5987,269,0,3,117.21
